  11.31700    7.53800    1.00000
  34.19600    7.16100    1.00000
  77.02800    7.37300    1.00000
  98.38100    7.23000    1.00000
 120.94300    7.04900    1.00000
 158.35200    7.25400    1.00000
 200.97500    6.53800    1.00000
 240.02600    7.58400    1.00000
 299.47800    7.38900    1.00000
 318.50600    7.55500    1.00000
 337.63000    7.39400    1.00000
 357.38100    7.26800    1.00000
 416.56800    8.13300    1.00000
 458.46600    6.83800    1.00000
 517.31800    7.38700    1.00000
 538.58900    7.37000    1.00000
 633.42800    8.37700    1.00000
 710.94500    7.60100    1.00000
 730.03600    7.32300    1.00000
 909.07000    6.64200    1.00000
 926.47600    7.67300    1.00000
 970.53600    6.95000    1.00000
 989.52500    7.22800    1.00000
1051.56100    7.30700    1.00000
1071.31800    7.94400    1.00000
1091.69300    6.98300    1.00000
1136.00600    6.79000    1.00000
1156.12900    6.81500    1.00000
