	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	1.6434562210515055e-06	9.943347390337186e-07
10.5	1.6434562210515055e-06	9.943347390337186e-07
10.75	1.6434562210515055e-06	9.943347390337186e-07
11.0	1.1045183854043564e-06	5.951016708451962e-07
11.25	1.0264843973739446e-06	7.747817932296666e-07
11.5	1.0264843973739446e-06	7.747817932296666e-07
11.75	1.0264843973739446e-06	7.747817932296666e-07
12.0	9.767029946607932e-07	4.25403205892085e-07
12.25	8.365554793318194e-07	5.548869999901861e-07
12.5	8.365554793318194e-07	5.548869999901861e-07
12.75	8.365554793318194e-07	5.548869999901861e-07
13.0	8.412211626759151e-07	2.8914535342698713e-07
13.25	7.176636291771696e-07	3.8107514547885556e-07
13.5	7.176636291771696e-07	3.8107514547885556e-07
13.75	7.176636291771696e-07	3.8107514547885556e-07
14.0	7.894185538762527e-07	2.4301492564371913e-07
14.25	6.648276333795633e-07	2.7693740709600526e-07
14.5	6.648276333795633e-07	2.7693740709600526e-07
14.75	6.648276333795633e-07	2.7693740709600526e-07
15.0	8.090786730910203e-07	2.7619704787019827e-07
15.25	7.009747530659709e-07	2.8377097949732635e-07
15.5	7.009747530659709e-07	2.8377097949732635e-07
15.75	7.009747530659709e-07	2.8377097949732635e-07
16.0	7.270913127816124e-07	2.377714504274974e-07
16.25	7.147471010539115e-07	2.7785758026113955e-07
16.5	7.147471010539115e-07	2.7785758026113955e-07
16.75	7.147471010539115e-07	2.7785758026113955e-07
17.0	4.8339124616897e-07	3.618004844668421e-07
17.25	5.257638032204287e-07	2.7707898996137983e-07
17.5	5.257638032204287e-07	2.7707898996137983e-07
17.75	5.257638032204287e-07	2.7707898996137983e-07
18.0	3.580695120101905e-07	7.798661770110315e-07
18.25	3.521375008545799e-07	6.611271705183904e-07
18.5	3.521375008545799e-07	6.611271705183904e-07
18.75	3.521375008545799e-07	6.611271705183904e-07
19.0	3.852119281368253e-07	1.0652258998500374e-06
19.25	3.625542557520644e-07	1.0675118070157952e-06
19.5	3.625542557520644e-07	1.0675118070157952e-06
