11.424000000000001	8.968	1
32.925	9.298	1
75.453	9.186	1
97.15	10.292	1
119.674	9.193999999999999	1
159.06	8.942	1
198.14400000000003	9.392000000000001	1
239.02700000000002	9.676	1
302.98499999999996	9.019	1
325.123	9.215	1
345.06199999999995	9.749	1
366.111	9.683	1
430.949	9.3	1
473.049	8.398	1
534.7769999999999	9.551	1
555.947	9.342	1
651.203	9.514	1
737.2769999999999	9.573	1
757.762	9.316	1
941.433	8.488999999999999	1
960.1869999999999	9.453	1
1000.322	8.468	1
1019.4	8.256	1
1082.622	9.642999999999999	1
1104.0810000000001	9.511000000000001	1
1125.152	8.907	1
1168.777	8.548	1
1189.737	9.336	1
