   0.05921   -0.12216    0.11695   -0.06611    0.02069   -0.01581    0.01888    0.06482    0.06482    0.06482    0.06481    0.32019   -0.25328   -0.58125    0.00265   -0.00541    0.00269
   0.42215   -0.02427    0.18623   -0.08599    0.03365    0.07658    0.00647    0.06482    0.06481    0.06479    0.06477    0.32960   -0.23193   -0.83038    0.00109   -0.00661    0.00278
   2.15788   -0.00912   -0.01774    0.13147   -0.16344    0.15015    0.07710    0.06481    0.06479    0.06474    0.06468   -0.16739    0.08674   -0.33171   -0.00417    0.00113   -0.00108
   0.65885   -0.05469    0.05747   -0.03332    0.10243    0.06007   -0.00267    0.06480    0.06475    0.06466    0.06454   -0.08428   -0.03051   -0.52336   -0.00118   -0.00019   -0.00005
   0.49784   -0.14050    0.07600   -0.07182    0.03837    0.12271   -0.06202    0.06479    0.06471    0.06456    0.06436   -0.08523   -0.14339   -0.64094    0.00232   -0.00060   -0.00145
   1.24128   -0.23404    0.09294    0.01782   -0.15308    0.11057   -0.06630    0.06478    0.06465    0.06444    0.06414    0.09968    0.25127   -0.06530    0.00270   -0.00138   -0.00088
   0.74716    0.12126   -0.32060    0.12031   -0.30567    0.13680    0.10077    0.06476    0.06458    0.06428    0.06387    0.18024    0.23241    0.20042   -0.00172   -0.00010    0.00107
   0.34480    0.02744    0.07866   -0.12561    0.05621   -0.22067    0.03241    0.06474    0.06450    0.06411    0.06355    0.13521    0.15377    0.06415   -0.00055   -0.00047    0.00123
   0.20718    0.11621    0.06969   -0.02095   -0.03566   -0.10448   -0.00421    0.06472    0.06441    0.06390    0.06320    0.08551    0.10662    0.04198    0.00030   -0.00023    0.00056
   0.08239    0.12659   -0.00252    0.10725    0.00337   -0.08655    0.00249    0.06469    0.06431    0.06368    0.06279    0.08551    0.12488    0.06414   -0.00019   -0.00049    0.00065
   0.05976    0.13727   -0.03017   -0.03453    0.12829   -0.01611    0.02012    0.06466    0.06420    0.06342    0.06235    0.05967    0.12489    0.06412    0.00021   -0.00049    0.00037
   0.15083    0.08438   -0.02173   -0.01568    0.10734   -0.06429   -0.07601    0.06463    0.06407    0.06315    0.06186    0.07795    0.09492    0.03426   -0.00028    0.00028    0.00056
   0.19749   -0.01875   -0.07365    0.05664    0.07120   -0.07492    0.00382    0.06460    0.06394    0.06285    0.06132    0.03919    0.01531   -0.03980   -0.00021    0.00031    0.00056
   0.12470    0.00508   -0.05930   -0.06717    0.08919   -0.03135    0.01044    0.06456    0.06379    0.06252    0.06075    0.03914    0.04905    0.02615   -0.00062    0.00022    0.00056
   0.06919    0.02658   -0.04143   -0.01750    0.03877    0.02282   -0.07049    0.06452    0.06364    0.06217    0.06013    0.03107    0.04907    0.05471   -0.00032   -0.00002    0.00045
   0.20164   -0.02538   -0.05522   -0.01222    0.00863    0.01661   -0.08623    0.06448    0.06347    0.06179    0.05947   -0.00057   -0.02285   -0.02061   -0.00019    0.00001    0.00016
   0.14347   -0.00401   -0.06600    0.06510    0.01569   -0.05261    0.01390    0.06444    0.06329    0.06139    0.05877   -0.02289   -0.02285    0.00670    0.00038   -0.00057   -0.00057
   0.12929    0.03398   -0.04473    0.02101    0.04307   -0.02924    0.01046    0.06439    0.06310    0.06097    0.05802   -0.04040    0.02820    0.01981    0.00104   -0.00027   -0.00057
   0.27872    0.03977   -0.09965   -0.06904    0.03345   -0.07862    0.02392    0.06434    0.06290    0.06052    0.05724    0.00420    0.09009    0.11457    0.00065   -0.00059    0.00028
   0.23009   -0.09103    0.03597    0.00879    0.00139   -0.01498    0.01500    0.06428    0.06268    0.06005    0.05642    0.01092   -0.03495    0.03778    0.00049   -0.00070    0.00044
   0.16450    0.00391    0.07763    0.02935   -0.03334    0.03185    0.01866    0.06423    0.06246    0.05955    0.05556   -0.01908   -0.00244   -0.00635    0.00096   -0.00033    0.00013
   0.14192   -0.01860   -0.00232    0.11741    0.00953   -0.00772   -0.00795    0.06417    0.06223    0.05904    0.05466   -0.05038    0.04682    0.01822    0.00043   -0.00023    0.00003
   0.11200   -0.03756   -0.05416   -0.01423    0.03586    0.01321    0.00567    0.06411    0.06198    0.05849    0.05372   -0.05041    0.07150    0.06097   -0.00031   -0.00018    0.00013
   0.03584   -0.00506   -0.00025    0.01460   -0.00327    0.06421   -0.03481    0.06404    0.06173    0.05793    0.05274   -0.05040    0.07917    0.04397   -0.00042   -0.00029    0.00013
   0.06409   -0.01143   -0.03849    0.07379   -0.02867   -0.05933   -0.00741    0.06397    0.06146    0.05734    0.05173   -0.06710    0.07916    0.03852   -0.00008   -0.00033   -0.00033
   0.11838   -0.00031   -0.03002   -0.05270   -0.02798   -0.02355    0.08595    0.06390    0.06118    0.05673    0.05068   -0.08341    0.09712    0.09710   -0.00014   -0.00078   -0.00033
   0.07827    0.06219    0.06437    0.01178   -0.04622    0.02276    0.00621    0.06383    0.06089    0.05610    0.04959   -0.08351    0.11572    0.11283   -0.00006   -0.00033   -0.00068
   0.11663    0.04947    0.00324    0.08899   -0.00671   -0.05005   -0.01684    0.06376    0.06060    0.05545    0.04848   -0.08351    0.11393    0.09092    0.00114    0.00015   -0.00050
   0.35082    0.06194   -0.05152   -0.07279   -0.00567    0.05073    0.01810    0.06368    0.06029    0.05477    0.04732   -0.10646    0.15343    0.24849   -0.00062    0.00042   -0.00109
   0.15896   -0.04798    0.04908    0.02101   -0.03015   -0.00245   -0.05378    0.06360    0.05997    0.05407    0.04614   -0.10929    0.06955    0.20298   -0.00108    0.00036   -0.00108
   0.11996    0.01544   -0.00442    0.07511   -0.01340   -0.05552    0.01604    0.06351    0.05964    0.05336    0.04492   -0.12382    0.08127    0.16349   -0.00059    0.00054   -0.00067
   0.21678    0.01350   -0.00025   -0.04106    0.00189   -0.00917    0.03936    0.06342    0.05930    0.05262    0.04367   -0.12070    0.16237    0.22034   -0.00137    0.00040   -0.00126
   0.07708    0.02226   -0.00168   -0.04315    0.02577    0.00809    0.04759    0.06333    0.05895    0.05186    0.04239   -0.13689    0.15521    0.21934   -0.00207    0.00023   -0.00145
   0.12406    0.02535    0.03543   -0.04337    0.00181    0.04791   -0.02200    0.06324    0.05859    0.05108    0.04108   -0.15527    0.16734    0.20122   -0.00152    0.00062   -0.00201
   0.06920   -0.01688   -0.04103   -0.00784    0.01669   -0.02728    0.01295    0.06315    0.05821    0.05028    0.03974   -0.15329    0.16715    0.23071   -0.00205    0.00063   -0.00222
   0.05815    0.01034    0.02266   -0.06677   -0.02549   -0.00256    0.01778    0.06305    0.05783    0.04946    0.03838   -0.15329    0.16709    0.28059   -0.00220    0.00062   -0.00222
   0.05998    0.01876    0.05873    0.04170   -0.01066    0.01872   -0.04782    0.06295    0.05744    0.04862    0.03698   -0.14278    0.16273    0.31231   -0.00221    0.00088   -0.00222
   0.13967   -0.03104   -0.01754    0.02062    0.05221    0.02053    0.01204    0.06285    0.05704    0.04776    0.03557   -0.11084    0.16730    0.27748   -0.00176    0.00044   -0.00174
   0.11676   -0.02520    0.00851   -0.03500   -0.02243    0.03927   -0.04016    0.06274    0.05663    0.04688    0.03412   -0.06773    0.16732    0.30663   -0.00176    0.00053   -0.00095
   0.20502   -0.05542    0.00311    0.07126   -0.02801   -0.04374   -0.01817    0.06263    0.05621    0.04599    0.03266   -0.09927    0.12543    0.22602   -0.00094    0.00064   -0.00086
   0.10684   -0.00850   -0.01005   -0.06616    0.02703    0.01708    0.00157    0.06252    0.05578    0.04507    0.03117   -0.10743    0.13306    0.27654   -0.00163    0.00076   -0.00086
   0.09091    0.03038    0.02149   -0.02686   -0.03833    0.01758   -0.06970    0.06240    0.05534    0.04414    0.02966   -0.12253    0.12526    0.29258   -0.00121    0.00095   -0.00129
   0.10668   -0.00088   -0.04458   -0.05452    0.00227   -0.04446    0.01815    0.06229    0.05488    0.04319    0.02812   -0.12632    0.13685    0.34072   -0.00192    0.00095   -0.00144
   0.04978    0.02332    0.07241   -0.06255    0.00734    0.01474    0.02043    0.06217    0.05442    0.04223    0.02657   -0.13363    0.13185    0.31850   -0.00167    0.00095   -0.00150
   0.05557    0.03182    0.01294    0.02869    0.03409   -0.00718   -0.07536    0.06204    0.05396    0.04125    0.02500   -0.13678    0.13197    0.32705   -0.00210    0.00131   -0.00159
   0.09195   -0.03573   -0.06419   -0.07497    0.00268   -0.02241    0.02648    0.06192    0.05348    0.04025    0.02342   -0.13192    0.14759    0.30492   -0.00173    0.00095   -0.00186
   0.11260    0.02697    0.04637   -0.03394   -0.00890    0.01283   -0.04629    0.06179    0.05299    0.03923    0.02181   -0.12634    0.12206    0.26879   -0.00096    0.00095   -0.00172
   0.11157    0.01354    0.01405    0.07420    0.02173   -0.04763   -0.00529    0.06166    0.05249    0.03820    0.02019   -0.11053    0.09904    0.25681   -0.00088    0.00146   -0.00110
   0.13834   -0.00150    0.02585   -0.04546   -0.00419    0.01896    0.05547    0.06153    0.05198    0.03716    0.01856   -0.12640    0.07463    0.22343   -0.00025    0.00095   -0.00126
   0.06224   -0.02993    0.03057   -0.03654   -0.02247    0.04384   -0.05079    0.06139    0.05147    0.03610    0.01691   -0.10879    0.06963    0.25016   -0.00042    0.00095   -0.00118
   0.09697   -0.03574   -0.01071    0.08572   -0.00237   -0.02118   -0.02491    0.06125    0.05094    0.03503    0.01526   -0.12644    0.08200    0.27358   -0.00095    0.00122   -0.00126
   0.22217   -0.12862   -0.01397    0.02514   -0.01334    0.03645    0.08978    0.06111    0.05041    0.03394    0.01359   -0.12959    0.01633    0.14650   -0.00058    0.00132   -0.00121
   0.12066   -0.03642    0.03995    0.00487   -0.00622    0.05835    0.05558    0.06097    0.04987    0.03284    0.01191   -0.13805    0.05475    0.18284   -0.00033    0.00123   -0.00162
   0.08967   -0.01389   -0.02348    0.10100   -0.02909   -0.00932   -0.02960    0.06082    0.04932    0.03173    0.01022   -0.15256    0.07175    0.20494    0.00000    0.00138   -0.00186
   0.10174    0.03046   -0.01838   -0.05360   -0.02634    0.00641    0.05262    0.06067    0.04876    0.03060    0.00853   -0.12680    0.05977    0.21712    0.00067    0.00175   -0.00186
   0.09268    0.03352    0.04021   -0.04262   -0.07117   -0.03600   -0.02597    0.06052    0.04819    0.02947    0.00683   -0.12235    0.04757    0.23575    0.00038    0.00131   -0.00144
   0.07319    0.12263    0.06259    0.11748   -0.00682    0.12266    0.03463    0.06037    0.04761    0.02832    0.00513   -0.12687    0.05403    0.19256    0.00011    0.00122   -0.00142
   0.07514   -0.01847   -0.02118   -0.01140    0.11434    0.02406    0.03941    0.06021    0.04703    0.02716    0.00342   -0.10648    0.07102    0.21022   -0.00008    0.00138   -0.00135
   0.05316   -0.07621   -0.06952    0.03343   -0.03829   -0.00252   -0.08003    0.06005    0.04644    0.02599    0.00171   -0.10643    0.08525    0.22312   -0.00017    0.00112   -0.00152
   0.18673   -0.09750   -0.04307   -0.05144   -0.02988    0.00506    0.06401    0.05989    0.04583    0.02481    0.00000   -0.12350    0.07137    0.19776    0.00148    0.00174   -0.00186
   0.17640    0.04289    0.02409   -0.03143   -0.00575    0.03042    0.01847    0.05972    0.04523    0.02362   -0.00171   -0.11792    0.09877    0.21840    0.00254    0.00116   -0.00268
   0.11335    0.03358    0.02563   -0.02556    0.01498    0.00479   -0.05064    0.05955    0.04461    0.02242   -0.00342   -0.09535    0.10403    0.21034    0.00200    0.00095   -0.00187
   0.09839    0.00643   -0.04939   -0.01586   -0.00060   -0.06899   -0.03321    0.05938    0.04398    0.02121   -0.00513   -0.07621    0.11339    0.23530    0.00249    0.00095   -0.00146
   0.18385   -0.00073    0.00944   -0.02965    0.00077   -0.03661    0.03766    0.05921    0.04335    0.01999   -0.00683   -0.04193    0.06602    0.17316    0.00236    0.00118   -0.00101
   0.11789    0.06984    0.07910    0.06601    0.01410    0.00137   -0.01902    0.05904    0.04271    0.01877   -0.00853   -0.00812    0.04719    0.15642    0.00217    0.00050   -0.00110
   0.22286   -0.09978    0.00018    0.15053    0.07697    0.02882    0.01928    0.05886    0.04206    0.01753   -0.01022   -0.01693   -0.02112    0.09610    0.00247    0.00165   -0.00085
   0.17187   -0.05636   -0.04935   -0.03578    0.07601    0.01168    0.05851    0.05868    0.04141    0.01629   -0.01191   -0.02490    0.07215    0.11655    0.00214    0.00140   -0.00044
   0.06904   -0.05100   -0.01449   -0.02903   -0.02535    0.03803   -0.02033    0.05849    0.04075    0.01505   -0.01359   -0.04433    0.06824    0.10816    0.00239    0.00148   -0.00085
   0.18579    0.02134   -0.01235    0.00192   -0.06565    0.01807   -0.03001    0.05831    0.04008    0.01380   -0.01526   -0.05562    0.08259    0.19158    0.00306    0.00135   -0.00159
   0.07531    0.01827   -0.02588    0.05874    0.00043   -0.05930   -0.03279    0.05812    0.03940    0.01254   -0.01691   -0.05569    0.10899    0.19156    0.00250    0.00152   -0.00134
