   0.15183    0.00409   -0.02993    0.01693   -0.05459    0.05940   -0.07376    0.05750    0.05750    0.05749    0.05749   -0.03233    0.16138    0.05097    0.00477   -0.00012   -0.00189
   0.18379   -0.01467   -0.07684    0.02511   -0.03751    0.05531   -0.01183    0.05749    0.05749    0.05748    0.05747   -0.01564    0.12773    0.09614    0.00333    0.00016   -0.00185
   0.51312   -0.02995   -0.07210   -0.03201    0.00831   -0.02542    0.09637    0.05749    0.05748    0.05745    0.05742   -0.06252    0.06805   -0.16073    0.00389    0.00155   -0.00288
   1.26019    0.04865    0.02745   -0.09802   -0.02910    0.06196   -0.05573    0.05749    0.05746    0.05741    0.05734   -0.10956   -0.44604   -0.36281    0.01049    0.00131   -0.00599
   1.13789   -0.00972    0.10392   -0.01648    0.00552   -0.00264    0.01278    0.05748    0.05743    0.05735    0.05724   -0.09370   -0.12771   -0.01317    0.00374    0.00090   -0.00408
   0.20125    0.02617    0.08984   -0.03076   -0.02888   -0.01406    0.00987    0.05747    0.05740    0.05729    0.05712   -0.07629   -0.08858   -0.01726    0.00221    0.00042   -0.00327
   0.14983    0.01930   -0.03210    0.00640    0.02225    0.02368   -0.00247    0.05746    0.05737    0.05720    0.05697   -0.08032   -0.05707    0.04586    0.00142    0.00048   -0.00309
   0.13152    0.00893   -0.00041    0.02992   -0.06207   -0.02451    0.00003    0.05745    0.05732    0.05710    0.05680   -0.06615   -0.01707    0.07558    0.00099    0.00048   -0.00257
   0.08595    0.01671   -0.04455    0.02009   -0.01860   -0.02668    0.00230    0.05744    0.05727    0.05699    0.05660   -0.05930   -0.00480    0.09125    0.00050    0.00067   -0.00222
   0.06673   -0.00041   -0.03988    0.00773    0.02919   -0.03457    0.02313    0.05743    0.05722    0.05687    0.05638   -0.05932   -0.00478    0.09122    0.00009    0.00040   -0.00157
   0.01961   -0.01737   -0.02354    0.01802    0.04480   -0.04738    0.00790    0.05741    0.05715    0.05673    0.05613   -0.04982   -0.00477    0.09124    0.00015    0.00038   -0.00144
   0.06291   -0.02409   -0.02139    0.01976    0.07879   -0.01926    0.00340    0.05739    0.05709    0.05658    0.05586   -0.04362   -0.00473    0.07315    0.00042    0.00049   -0.00106
   0.13364   -0.02924    0.01600    0.01398    0.01195   -0.06189   -0.03647    0.05737    0.05701    0.05641    0.05557   -0.03137    0.01167    0.05411    0.00143   -0.00005   -0.00089
   0.16853   -0.00586   -0.00253    0.00643    0.03542   -0.04327   -0.00723    0.05735    0.05693    0.05623    0.05525    0.00142   -0.00476    0.05819    0.00002    0.00023   -0.00027
