11.33	8.857999999999999	1
37.956999999999994	8.543	1
82.193	8.714	1
103.674	9.038	1
125.73400000000001	9.107999999999999	1
172.576	8.96	1
215.201	8.709	1
256.54499999999996	9.612	1
322.13800000000003	9.302	1
344.35699999999997	8.288	1
363.609	9.662	1
386.54699999999997	9.191	1
447.38800000000003	9.697000000000001	1
491.16999999999996	8.398	1
556.64	9.023	1
577.481	8.343	1
672.765	9.488	1
773.0139999999999	9.415	1
793.6610000000001	8.902000000000001	1
982.606	8.757	1
1002.3589999999999	9.125	1
1043.5140000000001	8.597000000000001	1
1063.872	8.985	1
1134.419	9.442	1
1158.5760000000002	9.137	1
1179.8880000000001	9.517999999999999	1
1223.247	8.693	1
1244.505	8.876	1
