	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	1.3340880274234457e-05	1.3507676978022829e-05
10.5	1.3340880274234457e-05	1.3507676978022829e-05
10.75	1.3340880274234457e-05	1.3507676978022829e-05
11.0	5.586718192002993e-06	7.462628754886603e-06
11.25	9.649301436995868e-06	1.2055274591314399e-05
11.5	9.649301436995868e-06	1.2055274591314399e-05
11.75	9.649301436995868e-06	1.2055274591314399e-05
12.0	5.518541932670913e-06	7.863116705149472e-06
12.25	8.176127435017036e-06	1.2360674511128795e-05
12.5	8.176127435017036e-06	1.2360674511128795e-05
12.75	8.176127435017036e-06	1.2360674511128795e-05
13.0	8.144996746302368e-06	1.0338586257978551e-05
13.25	9.001225010065604e-06	1.3644982833187672e-05
13.5	9.001225010065604e-06	1.3644982833187672e-05
13.75	9.001225010065604e-06	1.3644982833187672e-05
14.0	1.9732715743988803e-05	2.028189393145543e-05
14.25	1.922229297993064e-05	2.1321212613112484e-05
14.5	1.922229297993064e-05	2.1321212613112484e-05
14.75	1.922229297993064e-05	2.1321212613112484e-05
15.0	4.102067284310435e-05	3.82241820662118e-05
15.25	4.7205291656500986e-05	4.451207992455651e-05
15.5	4.7205291656500986e-05	4.451207992455651e-05
15.75	4.7205291656500986e-05	4.451207992455651e-05
16.0	5.58157304931567e-05	4.5770608893706496e-05
16.25	7.92184241155186e-05	6.68864805205649e-05
16.5	7.92184241155186e-05	6.68864805205649e-05
16.75	7.92184241155186e-05	6.68864805205649e-05
17.0	6.100358660944159e-05	4.0571693752340184e-05
17.25	9.594328086670222e-05	6.701079870484595e-05
17.5	9.594328086670222e-05	6.701079870484595e-05
17.75	9.594328086670222e-05	6.701079870484595e-05
18.0	6.810943416562924e-05	3.0377885405829963e-05
18.25	0.00010829459486523761	5.204323576990558e-05
18.5	0.00010829459486523761	5.204323576990558e-05
18.75	0.00010829459486523761	5.204323576990558e-05
19.0	7.701094328909485e-05	2.8427618869178598e-05
19.25	0.00012364204013451751	4.024541709892103e-05
19.5	0.00012364204013451751	4.024541709892103e-05
