	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	0.00019159043917403332	0.0005161996062714474
10.5	0.00019159043917403332	0.0005161996062714474
10.75	0.00019159043917403332	0.0005161996062714474
11.0	0.00010923212848448512	0.0007769712556963199
11.25	0.00013242591443924775	0.0009044805184447428
11.5	0.00013242591443924775	0.0009044805184447428
11.75	0.00013242591443924775	0.0009044805184447428
12.0	0.0001846389984466665	0.0009287836567431802
12.25	0.00021336616183047403	0.0012501356220755877
12.5	0.00021336616183047403	0.0012501356220755877
12.75	0.00021336616183047403	0.0012501356220755877
13.0	0.00026531686967468836	0.0008136412311563082
13.25	0.00035004518522507334	0.0012217586558598054
13.5	0.00035004518522507334	0.0012217586558598054
13.75	0.00035004518522507334	0.0012217586558598054
14.0	0.00022704941313189973	0.0006399554457228832
14.25	0.00039385710842972164	0.000986059270642804
14.5	0.00039385710842972164	0.000986059270642804
14.75	0.00039385710842972164	0.000986059270642804
15.0	9.832687468525113e-05	0.0006798147897891584
15.25	0.00024341224401707215	0.0009227459974211791
15.5	0.00024341224401707215	0.0009227459974211791
15.75	0.00024341224401707215	0.0009227459974211791
16.0	6.073374900780629e-05	0.0007843236156964186
16.25	0.00011881904234988563	0.0010694980328761982
16.5	0.00011881904234988563	0.0010694980328761982
16.75	0.00011881904234988563	0.0010694980328761982
17.0	6.939872391894092e-05	0.0007090936786665903
17.25	0.00011273533476927497	0.001074553405353541
17.5	0.00011273533476927497	0.001074553405353541
17.75	0.00011273533476927497	0.001074553405353541
18.0	4.4255288799126875e-05	0.000561127588060489
18.25	9.926857052661095e-05	0.0008835563763783924
18.5	9.926857052661095e-05	0.0008835563763783924
18.75	9.926857052661095e-05	0.0008835563763783924
19.0	8.803504339065158e-06	0.0005192719591357825
19.25	4.302577825297793e-05	0.000755949746167908
19.5	4.302577825297793e-05	0.000755949746167908
19.75	4.302577825297793e-05	0.000755949746167908
20.0	7.2496281952911234e-06	0.00052498405584066
20.25	8.138075225691752e-06	0.0007456466958898873
20.5	8.138075225691752e-06	0.0007456466958898873
