	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	4.422438103373253e-05	6.573749690848785e-05
10.5	4.422438103373253e-05	6.573749690848785e-05
10.75	4.422438103373253e-05	6.573749690848785e-05
11.0	5.8815372471966016e-05	5.778942677512536e-05
11.25	5.497174128784474e-05	6.93938220010474e-05
11.5	5.497174128784474e-05	6.93938220010474e-05
11.75	5.497174128784474e-05	6.93938220010474e-05
12.0	6.549912734306135e-05	4.865643608269516e-05
12.25	6.273088821125752e-05	6.125576290195676e-05
12.5	6.273088821125752e-05	6.125576290195676e-05
12.75	6.273088821125752e-05	6.125576290195676e-05
13.0	5.687701606146186e-05	4.0605974100874806e-05
13.25	6.110770325158127e-05	4.8284384162289986e-05
13.5	6.110770325158127e-05	4.8284384162289986e-05
13.75	6.110770325158127e-05	4.8284384162289986e-05
14.0	3.826938466040894e-05	6.024885409792068e-05
14.25	4.123254182878762e-05	5.466096730706239e-05
14.5	4.123254182878762e-05	5.466096730706239e-05
14.75	4.123254182878762e-05	5.466096730706239e-05
15.0	5.1978549446127474e-05	0.00010469870863339664
15.25	4.238452899380122e-05	9.801121353451911e-05
15.5	4.238452899380122e-05	9.801121353451911e-05
15.75	4.238452899380122e-05	9.801121353451911e-05
16.0	0.00010318430239188611	0.00013103740920771667
16.25	9.105559180154854e-05	0.00014249949097855556
16.5	9.105559180154854e-05	0.00014249949097855556
16.75	9.105559180154854e-05	0.00014249949097855556
17.0	0.00017575785575472982	0.00012515308904798359
17.25	0.00017164789719884167	0.0001535099958351198
17.5	0.00017164789719884167	0.0001535099958351198
17.75	0.00017164789719884167	0.0001535099958351198
18.0	0.00024124919547339593	9.317841292481887e-05
18.25	0.00025668321730031995	0.00012687343358951746
18.5	0.00025668321730031995	0.00012687343358951746
18.75	0.00025668321730031995	0.00012687343358951746
19.0	0.00026227104913538875	6.004850821780044e-05
19.25	0.0003029574186812233	8.758095331142074e-05
19.5	0.0003029574186812233	8.758095331142074e-05
19.75	0.0003029574186812233	8.758095331142074e-05
20.0	0.0002495406102139372	4.038289351061504e-05
