  11.17100   11.05900    1.00000
  34.89400   10.98300    1.00000
  83.15200   11.20600    1.00000
 108.08900   11.69500    1.00000
 132.21500   10.73600    1.00000
 178.83800   10.47200    1.00000
 224.11800    9.98000    1.00000
 266.58800   10.06400    1.00000
 332.87200   11.44200    1.00000
 356.24700   10.44000    1.00000
 377.30800   10.70400    1.00000
 399.96500   11.14100    1.00000
 464.62200   10.56700    1.00000
 508.55500   10.24100    1.00000
 573.92400   10.72600    1.00000
 596.05500   10.36900    1.00000
 693.80700   10.78800    1.00000
 782.38900   11.18900    1.00000
 804.20500   12.06300    1.00000
1001.08900   10.98200    1.00000
1022.32700   10.62600    1.00000
1064.77800   10.77400    1.00000
1086.20300   11.01600    1.00000
1152.40000   11.11700    1.00000
1175.58900   10.69900    1.00000
1197.51600    9.74500    1.00000
1241.37100   10.77000    1.00000
1264.35200   10.84400    1.00000
