  63.30700   10.96400    1.00000
 168.28700   12.15700    1.00000
 218.38600   10.88800    1.00000
 268.75500   11.48800    1.00000
 322.93300   12.31100    1.00000
 346.43300   12.43700    1.00000
 472.21700   10.95500    1.00000
 495.45900   11.84700    1.00000
 547.18300   11.98700    1.00000
 594.73800   12.97300    1.00000
 620.63300   11.92600    1.00000
 724.22500   11.92600    1.00000
 747.52800   12.24500    1.00000
 799.38600   11.56400    1.00000
 825.68400   11.66700    1.00000
 850.58200   12.09100    1.00000
 921.68300   12.64500    1.00000
 946.13200   11.31400    1.00000
 968.65300   11.49700    1.00000
 992.84200   11.51200    1.00000
1018.28800   11.65800    1.00000
1042.18500   12.35700    1.00000
1070.33400   12.11200    1.00000
1098.09800   11.40500    1.00000
1168.06000   11.47100    1.00000
1239.20900   10.90900    1.00000
1264.18500   11.69400    1.00000
1361.99500   11.12500    1.00000
