	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	2.445406754345008e-06	9.565424989257384e-06
10.5	2.445406754345008e-06	9.565424989257384e-06
10.75	2.445406754345008e-06	9.565424989257384e-06
11.0	5.236564744252465e-07	4.088327430531193e-06
11.25	1.574823916135703e-06	8.310662813236057e-06
11.5	1.574823916135703e-06	8.310662813236057e-06
11.75	1.574823916135703e-06	8.310662813236057e-06
12.0	6.933704154278153e-07	3.6679039523569473e-06
12.25	1.3095165962348386e-06	6.478118416096659e-06
12.5	1.3095165962348386e-06	6.478118416096659e-06
12.75	1.3095165962348386e-06	6.478118416096659e-06
13.0	1.0843421357225977e-06	3.968879536836816e-06
13.25	1.4896535227433037e-06	6.645726998842874e-06
13.5	1.4896535227433037e-06	6.645726998842874e-06
13.75	1.4896535227433037e-06	6.645726998842874e-06
14.0	1.3264725023931056e-06	3.537117154293592e-06
14.25	1.7987015489514172e-06	6.333256561267678e-06
14.5	1.7987015489514172e-06	6.333256561267678e-06
14.75	1.7987015489514172e-06	6.333256561267678e-06
15.0	1.238115289048899e-06	3.036235882778238e-06
15.25	1.718035681993215e-06	5.140756121745629e-06
15.5	1.718035681993215e-06	5.140756121745629e-06
15.75	1.718035681993215e-06	5.140756121745629e-06
16.0	1.3282815314404684e-06	4.160389326457199e-06
16.25	1.5755146675247925e-06	5.822670680774777e-06
16.5	1.5755146675247925e-06	5.822670680774777e-06
16.75	1.5755146675247925e-06	5.822670680774777e-06
17.0	2.1995627280293666e-06	6.5124314994469045e-06
17.25	2.568138186733984e-06	9.265278195613219e-06
17.5	2.568138186733984e-06	9.265278195613219e-06
17.75	2.568138186733984e-06	9.265278195613219e-06
18.0	3.0672802284486383e-06	7.092150736512663e-06
18.25	4.630111026381173e-06	1.1848308346953286e-05
18.5	4.630111026381173e-06	1.1848308346953286e-05
18.75	4.630111026381173e-06	1.1848308346953286e-05
19.0	2.654908669478577e-06	5.8652075161703645e-06
19.25	5.1847550516027465e-06	1.0832902547485625e-05
19.5	5.1847550516027465e-06	1.0832902547485625e-05
