	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	6.317374472667936e-06	0.00016613480157945485
10.5	6.317374472667936e-06	0.00016613480157945485
10.75	6.317374472667936e-06	0.00016613480157945485
11.0	2.7847299827950712e-05	0.00012294876747275739
11.25	2.3355107358770283e-05	0.00017346321705997682
11.5	2.3355107358770283e-05	0.00017346321705997682
11.75	2.3355107358770283e-05	0.00017346321705997682
12.0	3.827121595675586e-05	9.078403909467558e-05
12.25	4.5248770426167915e-05	0.00013941417764145632
12.5	4.5248770426167915e-05	0.00013941417764145632
12.75	4.5248770426167915e-05	0.00013941417764145632
13.0	4.595017308403109e-05	6.358160301531348e-05
13.25	5.642599627893328e-05	0.00010332569036487225
13.5	5.642599627893328e-05	0.00010332569036487225
13.75	5.642599627893328e-05	0.00010332569036487225
14.0	5.3825409032258565e-05	3.899267689345906e-05
14.25	6.761880135598822e-05	6.729825356901796e-05
14.5	6.761880135598822e-05	6.729825356901796e-05
14.75	6.761880135598822e-05	6.729825356901796e-05
15.0	5.179686545937419e-05	2.6452739206852183e-05
15.25	7.008576109608746e-05	4.388294627578493e-05
15.5	7.008576109608746e-05	4.388294627578493e-05
15.75	7.008576109608746e-05	4.388294627578493e-05
16.0	4.292816921423383e-05	1.9263699909272827e-05
16.25	6.057409267194901e-05	3.067027155548539e-05
16.5	6.057409267194901e-05	3.067027155548539e-05
16.75	6.057409267194901e-05	3.067027155548539e-05
17.0	3.4177539597133944e-05	1.637403011862682e-05
17.25	4.8510754130131925e-05	2.3809751815931296e-05
17.5	4.8510754130131925e-05	2.3809751815931296e-05
17.75	4.8510754130131925e-05	2.3809751815931296e-05
18.0	2.2402597557657385e-05	1.1344741750207136e-05
18.25	3.496997381017703e-05	1.6884752187306977e-05
18.5	3.496997381017703e-05	1.6884752187306977e-05
18.75	3.496997381017703e-05	1.6884752187306977e-05
19.0	1.3002728875721999e-05	2.1072505009522357e-05
19.25	1.9935955272662183e-05	1.775948456960592e-05
19.5	1.9935955272662183e-05	1.775948456960592e-05
19.75	1.9935955272662183e-05	1.775948456960592e-05
