  11.41300    9.87200    1.00000
  37.68400   10.09400    1.00000
  82.74500    9.35000    1.00000
 105.37000    9.70700    1.00000
 128.49500    9.09700    1.00000
 171.83900    8.48700    1.00000
 216.30700    8.57900    1.00000
 260.58800   10.03900    1.00000
 328.22800    9.68200    1.00000
 350.70300    9.07900    1.00000
 371.33000    9.27900    1.00000
 392.48700    9.79700    1.00000
 457.89300    9.77600    1.00000
 502.57900    9.77900    1.00000
 567.09200    9.70700    1.00000
 589.08800    9.43100    1.00000
 685.10900   10.43600    1.00000
 772.11900   10.47300    1.00000
 793.77800   10.10200    1.00000
 993.71500    9.82400    1.00000
1014.52600   10.30400    1.00000
1058.89000    9.26400    1.00000
1079.86300   10.46400    1.00000
1150.83800   10.73900    1.00000
1173.76500    9.52500    1.00000
1195.39200    9.89800    1.00000
1241.15100    9.77800    1.00000
1264.30800   10.42200    1.00000
