  64.57400    7.79500    1.00000
 150.68400    8.02000    1.00000
 192.34800    8.32900    1.00000
 233.80800    8.74800    1.00000
 275.74600    8.02900    1.00000
 295.57400    8.74600    1.00000
 397.25700    7.89000    1.00000
 416.88200    8.13300    1.00000
 458.22300    8.05100    1.00000
 498.01100    8.32800    1.00000
 516.80700    8.30200    1.00000
 608.30900    8.46700    1.00000
 627.55800    8.14800    1.00000
 666.27900    7.71400    1.00000
 685.32000    7.79200    1.00000
 705.66300    8.25200    1.00000
 763.75600    8.33100    1.00000
 783.05800    8.10900    1.00000
 802.28900    8.13200    1.00000
 821.63100    6.83100    1.00000
 838.88200    8.36100    1.00000
 858.84800    8.17300    1.00000
 879.28900    8.63300    1.00000
 900.19900    7.77000    1.00000
 957.02700    7.90300    1.00000
1014.50600    7.90500    1.00000
1033.84800    7.88400    1.00000
1112.91400    7.51200    1.00000
