	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	0.000538501981953872	0.0005879754000806131
10.5	0.000538501981953872	0.0005879754000806131
10.75	0.000538501981953872	0.0005879754000806131
11.0	0.0002802375682686509	0.0003978169075098285
11.25	0.0004241444522368146	0.0005587083000909188
11.5	0.0004241444522368146	0.0005587083000909188
11.75	0.0004241444522368146	0.0005587083000909188
12.0	0.00021418299048283645	0.0003934572267796376
12.25	0.0003122328788189067	0.0004224535965946666
12.5	0.0003122328788189067	0.0004224535965946666
12.75	0.0003122328788189067	0.0004224535965946666
13.0	0.0002812809381308864	0.0006295076098092314
13.25	0.00033768350698765024	0.0006412563904750416
13.5	0.00033768350698765024	0.0006412563904750416
13.75	0.00033768350698765024	0.0006412563904750416
14.0	0.00029055548986789713	0.0005920468939888577
14.25	0.0003979195873176341	0.000758914403543548
14.5	0.0003979195873176341	0.000758914403543548
14.75	0.0003979195873176341	0.000758914403543548
15.0	0.00020108596826126686	0.00048147502157383547
15.25	0.00032202306783339814	0.0006292863914317884
15.5	0.00032202306783339814	0.0006292863914317884
15.75	0.00032202306783339814	0.0006292863914317884
16.0	0.0001350120798161901	0.0004169837784727762
16.25	0.00021433457031725935	0.0005579584013176652
16.5	0.00021433457031725935	0.0005579584013176652
16.75	0.00021433457031725935	0.0005579584013176652
17.0	0.00014571812158515221	0.00026171851190419794
17.25	0.00018374318093169643	0.0003965285448483869
17.5	0.00018374318093169643	0.0003965285448483869
17.75	0.00018374318093169643	0.0003965285448483869
18.0	0.0002635151014597044	0.0003956393863156337
18.25	0.0002597868308465223	0.00036663470883967523
18.5	0.0002597868308465223	0.00036663470883967523
18.75	0.0002597868308465223	0.00036663470883967523
19.0	0.000442051807234498	0.0007385224336602317
19.25	0.00045789973358303937	0.00076172310160739
19.5	0.00045789973358303937	0.00076172310160739
19.75	0.00045789973358303937	0.00076172310160739
20.0	0.00047342495639409783	0.00068127089716641
20.25	0.000596416573140813	0.0008774330512545063
20.5	0.000596416573140813	0.0008774330512545063
20.75	0.000596416573140813	0.0008774330512545063
