	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	1.0099490773657432e-05	4.717765498165958e-05
10.5	1.0099490773657432e-05	4.717765498165958e-05
10.75	1.0099490773657432e-05	4.717765498165958e-05
11.0	3.476208052980628e-06	2.543558269504584e-05
11.25	5.808553738785475e-06	4.142973611752292e-05
11.5	5.808553738785475e-06	4.142973611752292e-05
11.75	5.808553738785475e-06	4.142973611752292e-05
12.0	2.201046537863795e-06	2.0019971498426484e-05
12.25	3.947934401507146e-06	3.174564426867782e-05
12.5	3.947934401507146e-06	3.174564426867782e-05
12.75	3.947934401507146e-06	3.174564426867782e-05
13.0	1.3914159404437743e-06	1.7158532304636005e-05
13.25	2.5721950656169004e-06	2.62870544224357e-05
13.5	2.5721950656169004e-06	2.62870544224357e-05
13.75	2.5721950656169004e-06	2.62870544224357e-05
14.0	1.8927229451511103e-06	1.6444879931130175e-05
14.25	2.416502543193353e-06	2.378809207110257e-05
14.5	2.416502543193353e-06	2.378809207110257e-05
14.75	2.416502543193353e-06	2.378809207110257e-05
15.0	2.2687145633863414e-06	1.3498266322391674e-05
15.25	3.3330010367453814e-06	2.0442592624995845e-05
15.5	3.3330010367453814e-06	2.0442592624995845e-05
15.75	3.3330010367453814e-06	2.0442592624995845e-05
16.0	8.679228016080897e-07	1.3092154268720268e-05
16.25	2.0533083522804523e-06	1.633741837546021e-05
16.5	2.0533083522804523e-06	1.633741837546021e-05
16.75	2.0533083522804523e-06	1.633741837546021e-05
17.0	2.9333614609466865e-06	2.2870483193868014e-05
17.25	2.3347737845680722e-06	2.3566455623149728e-05
17.5	2.3347737845680722e-06	2.3566455623149728e-05
17.75	2.3347737845680722e-06	2.3566455623149728e-05
18.0	8.28832604485785e-06	3.073193518824306e-05
18.25	8.556973711060989e-06	3.700136092642643e-05
18.5	8.556973711060989e-06	3.700136092642643e-05
18.75	8.556973711060989e-06	3.700136092642643e-05
19.0	1.0067449517570484e-05	2.6889564302585945e-05
19.25	1.4263970995037043e-05	3.892013012422902e-05
19.5	1.4263970995037043e-05	3.892013012422902e-05
