11.176999999999998	7.0	1
32.533	6.65	1
52.428000000000004	7.0089999999999995	1
71.549	7.396	1
91.595	7.752999999999999	1
132.75	7.1770000000000005	1
152.407	7.5729999999999995	1
172.45900000000003	7.3	1
248.609	7.621	1
421.53599999999994	6.894	1
441.92999999999995	7.394	1
461.77099999999996	8.092	1
499.5	7.27	1
570.5	7.692	1
608.523	6.776	1
626.959	7.396	1
663.345	7.0889999999999995	1
682.428	7.06	1
813.2510000000001	7.465	1
832.3760000000001	7.261	1
850.148	7.485	1
869.625	6.852	1
924.814	7.8629999999999995	1
945.4069999999999	7.507999999999999	1
983.861	7.565	1
1060.395	6.912000000000001	1
1079.46	7.468	1
1097.813	7.57	1
