	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	0.0008249493674356518	0.0008001296704242746
10.5	0.0008249493674356518	0.0008001296704242746
10.75	0.0008249493674356518	0.0008001296704242746
11.0	0.0009575135125533042	0.000984588198506392
11.25	0.0010302042882082917	0.0010259136090009534
11.5	0.0010302042882082917	0.0010259136090009534
11.75	0.0010302042882082917	0.0010259136090009534
12.0	0.0012848018346014079	0.0009469172290240773
12.25	0.0014142115108122177	0.0010688611546976646
12.5	0.0014142115108122177	0.0010688611546976646
12.75	0.0014142115108122177	0.0010688611546976646
13.0	0.0014672324126592425	0.0007128216586441187
13.25	0.0017424202171162594	0.0008688666354132901
13.5	0.0017424202171162594	0.0008688666354132901
13.75	0.0017424202171162594	0.0008688666354132901
14.0	0.0014534364704121415	0.000526573265236811
14.25	0.0018237904195518902	0.0006304579624230405
14.5	0.0018237904195518902	0.0006304579624230405
14.75	0.0018237904195518902	0.0006304579624230405
15.0	0.0013885583590533615	0.00041661004722787876
15.25	0.0017640646049655374	0.0004989626340958127
15.5	0.0017640646049655374	0.0004989626340958127
15.75	0.0017640646049655374	0.0004989626340958127
16.0	0.0012721645672518673	0.00029551972445180226
16.25	0.001637974477652019	0.0003708043409214035
16.5	0.001637974477652019	0.0003708043409214035
16.75	0.001637974477652019	0.0003708043409214035
17.0	0.001090920357368651	0.00023188643551918687
17.25	0.0014247902919755824	0.0002709983225276057
17.5	0.0014247902919755824	0.0002709983225276057
17.75	0.0014247902919755824	0.0002709983225276057
18.0	0.0008637924084234398	0.00023967583237466763
18.25	0.00114580642050613	0.00024651649312749637
18.5	0.00114580642050613	0.00024651649312749637
18.75	0.00114580642050613	0.00024651649312749637
19.0	0.000626369508011763	0.00032137707739262076
19.25	0.0008368666808849954	0.00030133635856389394
19.5	0.0008368666808849954	0.00030133635856389394
19.75	0.0008368666808849954	0.00030133635856389394
20.0	0.0004769908442336112	0.00042234516715365043
20.25	0.0005907343754613709	0.00040061258289927074
20.5	0.0005907343754613709	0.00040061258289927074
20.75	0.0005907343754613709	0.00040061258289927074
