	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	1.4995723521977304e-05	5.6788015696112035e-06
10.5	1.4995723521977304e-05	5.6788015696112035e-06
10.75	1.4995723521977304e-05	5.6788015696112035e-06
11.0	1.4102271745407984e-05	5.003736792542167e-06
11.25	1.7136184245194124e-05	5.418561119183126e-06
11.5	1.7136184245194124e-05	5.418561119183126e-06
11.75	1.7136184245194124e-05	5.418561119183126e-06
12.0	1.6197747885485778e-05	5.476904970008097e-06
12.25	1.868383563018699e-05	5.506033194939044e-06
12.5	1.868383563018699e-05	5.506033194939044e-06
12.75	1.868383563018699e-05	5.506033194939044e-06
13.0	2.0025191792839086e-05	1.1132814337484395e-05
13.25	2.0307711322998842e-05	8.661318949909602e-06
13.5	2.0307711322998842e-05	8.661318949909602e-06
13.75	2.0307711322998842e-05	8.661318949909602e-06
14.0	2.552016001855365e-05	1.718815965930098e-05
14.25	2.6557715020500934e-05	1.8912388254120224e-05
14.5	2.6557715020500934e-05	1.8912388254120224e-05
14.75	2.6557715020500934e-05	1.8912388254120224e-05
15.0	2.320750043344828e-05	1.4376505576449227e-05
15.25	2.7366613954321192e-05	1.864139177317482e-05
15.5	2.7366613954321192e-05	1.864139177317482e-05
15.75	2.7366613954321192e-05	1.864139177317482e-05
16.0	1.756405386927059e-05	1.495880290840086e-05
16.25	2.0874197679072595e-05	1.7902724525403695e-05
16.5	2.0874197679072595e-05	1.7902724525403695e-05
16.75	2.0874197679072595e-05	1.7902724525403695e-05
17.0	1.2787499706913708e-05	1.3324895815547735e-05
17.25	1.476728744754796e-05	1.8261398856673814e-05
17.5	1.476728744754796e-05	1.8261398856673814e-05
17.75	1.476728744754796e-05	1.8261398856673814e-05
18.0	8.39941693323005e-06	1.0526222605022559e-05
18.25	9.922673684545643e-06	1.5074766911791246e-05
18.5	9.922673684545643e-06	1.5074766911791246e-05
18.75	9.922673684545643e-06	1.5074766911791246e-05
19.0	5.133395734741594e-06	7.650741381324236e-06
19.25	6.350599512352453e-06	1.1610605063726863e-05
