	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	0.00033734452690809154	6.256071030129239e-05
10.5	0.00033734452690809154	6.256071030129239e-05
10.75	0.00033734452690809154	6.256071030129239e-05
11.0	0.00020282383212997772	2.1299377861822155e-05
11.25	0.00033168997165113214	3.9496999791993094e-05
11.5	0.00033168997165113214	3.9496999791993094e-05
11.75	0.00033168997165113214	3.9496999791993094e-05
12.0	0.00020169579307437958	1.0404104486977614e-05
12.25	0.00032486485480956055	1.846940087720653e-05
12.5	0.00032486485480956055	1.846940087720653e-05
12.75	0.00032486485480956055	1.846940087720653e-05
13.0	0.00021039779133648977	1.4368251408153892e-05
13.25	0.00032291024806810337	1.4962751797729154e-05
13.5	0.00032291024806810337	1.4962751797729154e-05
13.75	0.00032291024806810337	1.4962751797729154e-05
14.0	0.00023551355754476819	3.932699293735187e-05
14.25	0.0003411830093977614	4.0750310343756384e-05
14.5	0.0003411830093977614	4.0750310343756384e-05
14.75	0.0003411830093977614	4.0750310343756384e-05
15.0	0.0002629254516605671	5.9693923943469773e-05
15.25	0.00037595260757012657	7.555136859406942e-05
15.5	0.00037595260757012657	7.555136859406942e-05
15.75	0.00037595260757012657	7.555136859406942e-05
16.0	0.0002818096517603092	6.25758142723369e-05
16.25	0.00040862499265792614	9.062477147633008e-05
16.5	0.00040862499265792614	9.062477147633008e-05
16.75	0.00040862499265792614	9.062477147633008e-05
17.0	0.0002821226828587668	5.262712806757303e-05
17.25	0.0004227798576765275	8.315722908369756e-05
17.5	0.0004227798576765275	8.315722908369756e-05
17.75	0.0004227798576765275	8.315722908369756e-05
18.0	0.0002624901361380965	3.931592066751779e-05
18.25	0.0004070889579735321	6.423596842059862e-05
18.5	0.0004070889579735321	6.423596842059862e-05
18.75	0.0004070889579735321	6.423596842059862e-05
19.0	0.0002377119232704136	2.9198626086198704e-05
19.25	0.0003718968017478401	4.70147486094256e-05
19.5	0.0003718968017478401	4.70147486094256e-05
19.75	0.0003718968017478401	4.70147486094256e-05
20.0	0.00022758305280088582	2.8351393284823274e-05
