	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	0.007610036436803965	0.0014445666992465138
10.5	0.007610036436803965	0.0014445666992465138
10.75	0.007610036436803965	0.0014445666992465138
11.0	0.008306465616934808	0.004220613794238523
11.25	0.008948867524879712	0.003142472442362484
11.5	0.008948867524879712	0.003142472442362484
11.75	0.008948867524879712	0.003142472442362484
12.0	0.01011686812107889	0.006359164485344996
12.25	0.010759766625230935	0.005922735085212342
12.5	0.010759766625230935	0.005922735085212342
12.75	0.010759766625230935	0.005922735085212342
13.0	0.010943437410630235	0.005867631569382341
13.25	0.012081533213627186	0.006368257501533456
13.5	0.012081533213627186	0.006368257501533456
13.75	0.012081533213627186	0.006368257501533456
14.0	0.010744939570032213	0.004442599032050503
14.25	0.012275528205191592	0.005119841761531866
14.5	0.012275528205191592	0.005119841761531866
14.75	0.012275528205191592	0.005119841761531866
15.0	0.010000989202650088	0.003147290159356391
15.25	0.011671911561164755	0.0036626270126492552
15.5	0.011671911561164755	0.0036626270126492552
15.75	0.011671911561164755	0.0036626270126492552
16.0	0.009015293907472332	0.002128333297687232
16.25	0.010681776979988566	0.0024600795618856253
16.5	0.010681776979988566	0.0024600795618856253
16.75	0.010681776979988566	0.0024600795618856253
17.0	0.007901835700615967	0.001593445783854691
17.25	0.009501380352538707	0.001641695837914448
17.5	0.009501380352538707	0.001641695837914448
17.75	0.009501380352538707	0.001641695837914448
18.0	0.006763149713675076	0.0019491925262461619
18.25	0.008178166809944395	0.001645094327073605
18.5	0.008178166809944395	0.001645094327073605
18.75	0.008178166809944395	0.001645094327073605
19.0	0.005806086742578435	0.002593065592712481
19.25	0.006930261651800331	0.0023590000043695494
19.5	0.006930261651800331	0.0023590000043695494
19.75	0.006930261651800331	0.0023590000043695494
20.0	0.005013536504731245	0.002549292139489529
20.25	0.005902670266210792	0.002627190938897121
20.5	0.005902670266210792	0.002627190938897121
20.75	0.005902670266210792	0.002627190938897121
21.0	0.004238696051938105	0.0020065047006432584
21.25	0.0049715785930641845	0.002208175448633838
21.5	0.0049715785930641845	0.002208175448633838
