	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	0.000692851142414599	0.00012173230847452703
10.5	0.000692851142414599	0.00012173230847452703
10.75	0.000692851142414599	0.00012173230847452703
11.0	0.0005178152990506626	9.112421215822074e-05
11.25	0.000673150622065463	0.0001017380030413849
11.5	0.000673150622065463	0.0001017380030413849
11.75	0.000673150622065463	0.0001017380030413849
12.0	0.0005041374653238218	0.00012331839764666717
12.25	0.0006470466900691783	0.00012006652517271875
12.5	0.0006470466900691783	0.00012006652517271875
12.75	0.0006470466900691783	0.00012006652517271875
13.0	0.0005197612347430953	0.00018922796821025783
13.25	0.0006502567295793602	0.00017893561029064676
13.5	0.0006502567295793602	0.00017893561029064676
13.75	0.0006502567295793602	0.00017893561029064676
14.0	0.0005503182544822106	0.0002377334688809016
14.25	0.0006855427416097721	0.00025186463778436696
14.5	0.0006855427416097721	0.00025186463778436696
14.75	0.0006855427416097721	0.00025186463778436696
15.0	0.0005732242037296751	0.0002161889031047116
15.25	0.0007237059228183263	0.0002562032833617151
15.5	0.0007237059228183263	0.0002562032833617151
15.75	0.0007237059228183263	0.0002562032833617151
16.0	0.0005901279915951559	0.0001566130414924111
16.25	0.0007508307230221959	0.0002008673072771854
16.5	0.0007508307230221959	0.0002008673072771854
16.75	0.0007508307230221959	0.0002008673072771854
17.0	0.000598862481989331	0.00010721935688969537
17.25	0.0007656669281040371	0.00013715898734966775
17.5	0.0007656669281040371	0.00013715898734966775
17.75	0.0007656669281040371	0.00013715898734966775
18.0	0.0006033128229671866	9.550596271514521e-05
18.25	0.0007671498244683696	0.00010433009846624229
18.5	0.0007671498244683696	0.00010433009846624229
18.75	0.0007671498244683696	0.00010433009846624229
19.0	0.0006037449924076075	0.0001344401768918407
19.25	0.0007632519850753478	0.00013237461395099903
19.5	0.0007632519850753478	0.00013237461395099903
19.75	0.0007632519850753478	0.00013237461395099903
20.0	0.0005748975387069485	0.0001463790829573358
20.25	0.0007372575660409029	0.00016232822308038118
20.5	0.0007372575660409029	0.00016232822308038118
20.75	0.0007372575660409029	0.00016232822308038118
