  58.33200    7.54000    1.00000
 142.20600    9.21800    1.00000
 181.83100    8.40400    1.00000
 221.93400    9.24000    1.00000
 265.70700    9.11200    1.00000
 287.90400    8.48000    1.00000
  11.11100    8.04200    1.00000
  31.81400    8.36400    1.00000
  71.75300    9.10400    1.00000
 113.77500    9.26800    1.00000
 134.59500    8.69100    1.00000
 193.47700    8.40200    1.00000
 212.98500    8.64500    1.00000
 254.48700    8.88300    1.00000
 275.22000    8.61600    1.00000
 296.35100    8.90200    1.00000
 357.90700    9.46500    1.00000
 379.25600    8.96900    1.00000
 399.91200    9.58400    1.00000
