	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	0.00020411253500351255	4.054916188073161e-05
10.5	0.00020411253500351255	4.054916188073161e-05
10.75	0.00020411253500351255	4.054916188073161e-05
11.0	0.00011412424187393145	3.506333406051621e-05
11.25	0.00018157123743417383	4.3876035108879215e-05
11.5	0.00018157123743417383	4.3876035108879215e-05
11.75	0.00018157123743417383	4.3876035108879215e-05
12.0	9.041101949498711e-05	2.800295861885598e-05
12.25	0.00014828315301462132	3.4616576737479025e-05
12.5	0.00014828315301462132	3.4616576737479025e-05
12.75	0.00014828315301462132	3.4616576737479025e-05
13.0	7.02745678676841e-05	2.6096533745063825e-05
13.25	0.0001164085505527465	3.242205055749039e-05
13.5	0.0001164085505527465	3.242205055749039e-05
13.75	0.0001164085505527465	3.242205055749039e-05
14.0	4.8749866373646005e-05	1.7844228477663337e-05
14.25	8.553323920204787e-05	2.4494108147476864e-05
14.5	8.553323920204787e-05	2.4494108147476864e-05
14.75	8.553323920204787e-05	2.4494108147476864e-05
15.0	3.220864952660297e-05	1.427725498398582e-05
15.25	5.6735703588596176e-05	1.9109561091029917e-05
15.5	5.6735703588596176e-05	1.9109561091029917e-05
15.75	5.6735703588596176e-05	1.9109561091029917e-05
16.0	2.748178441358379e-05	9.647117031185882e-06
16.25	4.0514542331331304e-05	1.4011133690364162e-05
16.5	4.0514542331331304e-05	1.4011133690364162e-05
16.75	4.0514542331331304e-05	1.4011133690364162e-05
17.0	3.268805689719303e-05	1.4576356657412938e-05
17.25	3.893533308875863e-05	1.4094780574112577e-05
17.5	3.893533308875863e-05	1.4094780574112577e-05
17.75	3.893533308875863e-05	1.4094780574112577e-05
18.0	3.102095471864055e-05	1.6002139719461787e-05
18.25	3.988417495829732e-05	2.0391232994744634e-05
18.5	3.988417495829732e-05	2.0391232994744634e-05
18.75	3.988417495829732e-05	2.0391232994744634e-05
19.0	1.657706751728838e-05	1.6525383121863538e-05
19.25	2.5969465782070677e-05	1.6353704078236303e-05
19.5	2.5969465782070677e-05	1.6353704078236303e-05
