	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	9.462631093743134e-08	9.902454393530591e-08
10.5	9.462631093743134e-08	9.902454393530591e-08
10.75	9.462631093743134e-08	9.902454393530591e-08
11.0	1.107217773525931e-07	1.596377303877129e-07
11.25	1.4147202122711617e-07	1.6077243036093223e-07
11.5	1.4147202122711617e-07	1.6077243036093223e-07
11.75	1.4147202122711617e-07	1.6077243036093223e-07
12.0	1.3367603718333217e-07	2.0545326514393167e-07
12.25	1.6855790918562458e-07	2.0564322412559919e-07
12.5	1.6855790918562458e-07	2.0564322412559919e-07
12.75	1.6855790918562458e-07	2.0564322412559919e-07
13.0	1.6325222263947334e-07	2.463120747489138e-07
13.25	1.9350789361733182e-07	2.4460938462468606e-07
13.5	1.9350789361733182e-07	2.4460938462468606e-07
13.75	1.9350789361733182e-07	2.4460938462468606e-07
14.0	1.9241599339764493e-07	2.7579442009415777e-07
14.25	2.2031912993483026e-07	2.6677104794542936e-07
14.5	2.2031912993483026e-07	2.6677104794542936e-07
14.75	2.2031912993483026e-07	2.6677104794542936e-07
15.0	2.1738275631870096e-07	2.915801774583559e-07
15.25	2.3993701672628426e-07	2.7883245145742554e-07
15.5	2.3993701672628426e-07	2.7883245145742554e-07
15.75	2.3993701672628426e-07	2.7883245145742554e-07
16.0	2.410291554746759e-07	2.8315856850384913e-07
16.25	2.556039669770082e-07	2.737501332086528e-07
16.5	2.556039669770082e-07	2.737501332086528e-07
16.75	2.556039669770082e-07	2.737501332086528e-07
17.0	2.603269086031813e-07	2.611880257665789e-07
17.25	2.6806736930846185e-07	2.5360862563626806e-07
17.5	2.6806736930846185e-07	2.5360862563626806e-07
17.75	2.6806736930846185e-07	2.5360862563626806e-07
18.0	2.7230744021058585e-07	2.4551698381440154e-07
18.25	2.740210087405946e-07	2.4034311751587835e-07
18.5	2.740210087405946e-07	2.4034311751587835e-07
18.75	2.740210087405946e-07	2.4034311751587835e-07
19.0	2.8169332329317596e-07	2.4977028983048704e-07
19.25	2.798386941222004e-07	2.4703867427279774e-07
