	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	4.886697691714747e-06	1.0821706363897114e-06
10.5	4.886697691714747e-06	1.0821706363897114e-06
10.75	4.886697691714747e-06	1.0821706363897114e-06
11.0	4.779795792291219e-06	1.0311705653632914e-06
11.25	4.574666791459159e-06	8.651866768441391e-07
11.5	4.574666791459159e-06	8.651866768441391e-07
11.75	4.574666791459159e-06	8.651866768441391e-07
12.0	4.497376378596491e-06	9.525343009315603e-07
12.25	4.197515316329645e-06	7.497287309138906e-07
12.5	4.197515316329645e-06	7.497287309138906e-07
12.75	4.197515316329645e-06	7.497287309138906e-07
13.0	4.616580445306072e-06	1.0075474968209022e-06
13.25	4.1448612717081e-06	7.819132273974182e-07
13.5	4.1448612717081e-06	7.819132273974182e-07
13.75	4.1448612717081e-06	7.819132273974182e-07
14.0	5.424472073485881e-06	1.1242323334114042e-06
14.25	4.807482852895088e-06	8.998931395599427e-07
14.5	4.807482852895088e-06	8.998931395599427e-07
14.75	4.807482852895088e-06	8.998931395599427e-07
15.0	6.954725802739311e-06	1.3402927621318753e-06
15.25	6.2451971443873394e-06	1.1262629148317557e-06
15.5	6.2451971443873394e-06	1.1262629148317557e-06
15.75	6.2451971443873394e-06	1.1262629148317557e-06
16.0	8.852000507043261e-06	1.7164740271034305e-06
16.25	8.241026680681644e-06	1.4799858750359692e-06
16.5	8.241026680681644e-06	1.4799858750359692e-06
16.75	8.241026680681644e-06	1.4799858750359692e-06
17.0	1.0444697789089497e-05	2.487477668451205e-06
17.25	1.0113778107221536e-05	2.119908318303524e-06
17.5	1.0113778107221536e-05	2.119908318303524e-06
17.75	1.0113778107221536e-05	2.119908318303524e-06
18.0	1.1598214262575392e-05	3.4032014320937636e-06
18.25	1.1454776955406681e-05	2.9899494020687463e-06
18.5	1.1454776955406681e-05	2.9899494020687463e-06
18.75	1.1454776955406681e-05	2.9899494020687463e-06
19.0	1.2065447216961625e-05	3.977561111594402e-06
19.25	1.2050252308113392e-05	3.650642767426554e-06
19.5	1.2050252308113392e-05	3.650642767426554e-06
