	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	1.0314312590684497e-05	8.694077362928863e-06
10.5	1.0314312590684497e-05	8.694077362928863e-06
10.75	1.0314312590684497e-05	8.694077362928863e-06
11.0	5.670381374182865e-06	7.867293242930717e-06
11.25	7.95400083061014e-06	1.170400991811185e-05
11.5	7.95400083061014e-06	1.170400991811185e-05
11.75	7.95400083061014e-06	1.170400991811185e-05
12.0	6.002495612683648e-06	8.769272071628033e-06
12.25	7.3753870562180765e-06	1.2003381391498836e-05
12.5	7.3753870562180765e-06	1.2003381391498836e-05
12.75	7.3753870562180765e-06	1.2003381391498836e-05
13.0	1.3083185379331636e-05	1.311614716942226e-05
13.25	1.1756934468848068e-05	1.3686574676902527e-05
13.5	1.1756934468848068e-05	1.3686574676902527e-05
13.75	1.1756934468848068e-05	1.3686574676902527e-05
14.0	2.668284798904843e-05	2.2300110071587516e-05
14.25	2.7365771154004263e-05	2.2560322581003515e-05
14.5	2.7365771154004263e-05	2.2560322581003515e-05
14.75	2.7365771154004263e-05	2.2560322581003515e-05
15.0	3.0876102394975955e-05	2.131730384588676e-05
15.25	3.961459184210017e-05	2.7354169722835178e-05
15.5	3.961459184210017e-05	2.7354169722835178e-05
15.75	3.961459184210017e-05	2.7354169722835178e-05
16.0	3.2871777093032796e-05	1.6139941785803266e-05
16.25	4.373905458937054e-05	2.3796050223511138e-05
16.5	4.373905458937054e-05	2.3796050223511138e-05
16.75	4.373905458937054e-05	2.3796050223511138e-05
17.0	3.928390141751963e-05	8.847830985095718e-06
17.25	5.020440351989543e-05	1.4771520724223279e-05
17.5	5.020440351989543e-05	1.4771520724223279e-05
17.75	5.020440351989543e-05	1.4771520724223279e-05
18.0	4.6719525245212156e-05	9.742760116226525e-06
18.25	5.988921653870992e-05	1.0165863771072378e-05
18.5	5.988921653870992e-05	1.0165863771072378e-05
18.75	5.988921653870992e-05	1.0165863771072378e-05
19.0	4.4735811310236486e-05	1.1217133017771217e-05
19.25	6.340477410276043e-05	1.4250632052491458e-05
