  11.42400    8.07500    1.00000
  32.57700    8.17200    1.00000
  74.57400    7.92400    1.00000
  95.17800    7.29100    1.00000
 117.98900    7.01300    1.00000
 153.99100    7.25100    1.00000
 193.55300    6.87600    1.00000
 232.96000    7.83100    1.00000
 293.17900    7.65700    1.00000
 313.02100    7.59600    1.00000
 334.07000    8.34700    1.00000
 355.40100    7.76500    1.00000
 414.21200    7.92200    1.00000
 453.82400    7.81000    1.00000
 511.86500    7.16900    1.00000
 530.48900    7.40000    1.00000
 620.16800    7.55200    1.00000
 700.11400    7.89700    1.00000
 721.29300    8.58200    1.00000
 899.57400    7.66800    1.00000
 918.27300    7.69700    1.00000
 956.01100    8.00400    1.00000
 975.67900    8.05700    1.00000
1036.85800    8.52600    1.00000
1058.46000    7.19700    1.00000
1078.38700    7.41700    1.00000
1119.67000    7.68200    1.00000
1139.83300    7.91900    1.00000
