	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	1.0589151424184421e-06	4.974594951036011e-05
10.5	1.0589151424184421e-06	4.974594951036011e-05
10.75	1.0589151424184421e-06	4.974594951036011e-05
11.0	2.839079559118602e-06	3.0220743547345983e-05
11.25	3.8065292647528456e-06	5.11251695676863e-05
11.5	3.8065292647528456e-06	5.11251695676863e-05
11.75	3.8065292647528456e-06	5.11251695676863e-05
12.0	1.4561305096237398e-06	2.46812232379762e-05
12.25	4.114192136734212e-06	4.245808300804856e-05
12.5	4.114192136734212e-06	4.245808300804856e-05
12.75	4.114192136734212e-06	4.245808300804856e-05
13.0	3.6892157481301413e-07	2.6908230731009562e-05
13.25	1.0192534738044422e-06	4.057819215869444e-05
13.5	1.0192534738044422e-06	4.057819215869444e-05
13.75	1.0192534738044422e-06	4.057819215869444e-05
14.0	1.5643811569392366e-06	2.8955809057298814e-05
14.25	1.386546912959588e-06	4.605342019021437e-05
14.5	1.386546912959588e-06	4.605342019021437e-05
14.75	1.386546912959588e-06	4.605342019021437e-05
15.0	9.315562233383933e-07	2.3033186040916167e-05
15.25	2.331816582546971e-06	4.062546841326064e-05
15.5	2.331816582546971e-06	4.062546841326064e-05
15.75	2.331816582546971e-06	4.062546841326064e-05
16.0	5.100122130231207e-07	2.639715301440112e-05
16.25	2.4623041636098583e-07	3.738092390546697e-05
16.5	2.4623041636098583e-07	3.738092390546697e-05
16.75	2.4623041636098583e-07	3.738092390546697e-05
17.0	3.116746942572047e-06	3.4660118934908095e-05
17.25	2.4812993090337884e-06	5.124902821889703e-05
17.5	2.4812993090337884e-06	5.124902821889703e-05
17.75	2.4812993090337884e-06	5.124902821889703e-05
18.0	4.708946009460401e-06	3.2930079721451816e-05
18.25	6.4748315707481226e-06	5.509146790173371e-05
18.5	6.4748315707481226e-06	5.509146790173371e-05
18.75	6.4748315707481226e-06	5.509146790173371e-05
19.0	2.7304269508090167e-06	2.8516057268192415e-05
19.25	6.243014896605558e-06	4.715107349534552e-05
19.5	6.243014896605558e-06	4.715107349534552e-05
