   0.04554    0.05779   -0.05736   -0.06738    0.00706   -0.02538    0.02828    0.06601    0.06601    0.06601    0.06600    0.02049   -0.08002   -0.08627    0.00043   -0.00055    0.00028
   0.06527    0.04160   -0.00943   -0.05263   -0.00905    0.00320   -0.06076    0.06601    0.06600    0.06598    0.06595    0.02228   -0.06021   -0.10585    0.00066   -0.00047    0.00046
   0.17475   -0.02133    0.01773    0.01776    0.03303    0.03234    0.00617    0.06600    0.06597    0.06592    0.06586    0.00486   -0.00965   -0.06498    0.00136   -0.00057    0.00097
   0.06490    0.00216   -0.00684    0.02775    0.04158    0.02021   -0.00871    0.06599    0.06593    0.06584    0.06571    0.00486   -0.03024   -0.06781    0.00174   -0.00047    0.00063
   0.05013   -0.01288   -0.03181    0.04174   -0.00156   -0.00264   -0.05600    0.06598    0.06588    0.06573    0.06551    0.01117   -0.02415   -0.07370    0.00169   -0.00012    0.00040
   0.07667    0.03773   -0.00853    0.01154    0.00864   -0.06325   -0.07378    0.06596    0.06582    0.06559    0.06526    0.03609   -0.03672   -0.08113    0.00148   -0.00028    0.00014
   0.13140   -0.00457    0.02077    0.09402    0.02566    0.00362   -0.00694    0.06594    0.06575    0.06542    0.06497    0.03303    0.00594   -0.03239    0.00134    0.00018    0.00028
   0.17072   -0.02309    0.09938   -0.02247   -0.03372    0.00916   -0.02643    0.06592    0.06566    0.06523    0.06462    0.03307   -0.07995   -0.07947    0.00140   -0.00008   -0.00015
   0.06989   -0.03922    0.01321   -0.01954   -0.04577   -0.03647   -0.06337    0.06590    0.06556    0.06501    0.06423    0.02087   -0.03320   -0.07846    0.00134   -0.00017   -0.00020
   0.06087   -0.03412   -0.00584   -0.06376    0.06379   -0.01857    0.00610    0.06587    0.06545    0.06476    0.06379   -0.00249   -0.02818   -0.06229    0.00134   -0.00004   -0.00040
   0.10017    0.03020    0.05982   -0.00660    0.01385    0.02531    0.09904    0.06584    0.06533    0.06448    0.06330   -0.00696   -0.02815   -0.02687    0.00083    0.00040   -0.00015
   0.03282   -0.03511    0.02448   -0.06526   -0.04003    0.05446    0.13581    0.06581    0.06519    0.06418    0.06277   -0.01782   -0.02814   -0.04658    0.00083    0.00037   -0.00015
   0.06767   -0.00366   -0.01278    0.04604    0.08082   -0.05427    0.02240    0.06577    0.06505    0.06385    0.06218    0.00043   -0.02816   -0.05020    0.00110   -0.00013   -0.00030
   0.11467   -0.00991   -0.00152    0.09478   -0.05790   -0.02631    0.03737    0.06573    0.06489    0.06349    0.06155   -0.00250    0.00380   -0.01645    0.00089    0.00043   -0.00015
