	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	7.180477998784834e-05	7.763402688147918e-06
10.5	7.180477998784834e-05	7.763402688147918e-06
10.75	7.180477998784834e-05	7.763402688147918e-06
11.0	7.733693799371747e-05	4.588536544099182e-06
11.25	7.822014898377247e-05	5.708154771008146e-06
11.5	7.822014898377247e-05	5.708154771008146e-06
11.75	7.822014898377247e-05	5.708154771008146e-06
12.0	7.816346661306232e-05	8.44566612830685e-06
12.25	7.913688987079747e-05	8.20917418568346e-06
12.5	7.913688987079747e-05	8.20917418568346e-06
12.75	7.913688987079747e-05	8.20917418568346e-06
13.0	7.404335476156837e-05	1.192233922462752e-05
13.25	7.514021838989458e-05	1.2005043111587342e-05
13.5	7.514021838989458e-05	1.2005043111587342e-05
13.75	7.514021838989458e-05	1.2005043111587342e-05
14.0	6.647431497069693e-05	1.4381726174034074e-05
14.25	6.775131991816438e-05	1.4761377048015346e-05
14.5	6.775131991816438e-05	1.4761377048015346e-05
14.75	6.775131991816438e-05	1.4761377048015346e-05
15.0	5.653902056408302e-05	1.6152513348183044e-05
15.25	5.846478085468835e-05	1.6123991964016463e-05
15.5	5.846478085468835e-05	1.6123991964016463e-05
15.75	5.846478085468835e-05	1.6123991964016463e-05
16.0	4.548861878708873e-05	1.864928198938325e-05
16.25	4.7793165048760915e-05	1.789421670304107e-05
16.5	4.7793165048760915e-05	1.789421670304107e-05
16.75	4.7793165048760915e-05	1.789421670304107e-05
17.0	3.433294251856681e-05	2.2442383868214725e-05
17.25	3.6762961852951275e-05	2.0862557590784e-05
17.5	3.6762961852951275e-05	2.0862557590784e-05
17.75	3.6762961852951275e-05	2.0862557590784e-05
18.0	2.4779405808866763e-05	2.6998667343628872e-05
18.25	2.659026459364091e-05	2.5319534626049363e-05
18.5	2.659026459364091e-05	2.5319534626049363e-05
18.75	2.659026459364091e-05	2.5319534626049363e-05
19.0	1.7902679104092797e-05	2.804160951808381e-05
19.25	1.9474072072495782e-05	2.761579986289238e-05
19.5	1.9474072072495782e-05	2.761579986289238e-05
