	lf_HRV	hf_HRV
0.0	0.0	0.0
0.25	0.0	0.0
0.5	0.0	0.0
0.75	0.0	0.0
1.0	0.0	0.0
1.25	0.0	0.0
1.5	0.0	0.0
1.75	0.0	0.0
2.0	0.0	0.0
2.25	0.0	0.0
2.5	0.0	0.0
2.75	0.0	0.0
3.0	0.0	0.0
3.25	0.0	0.0
3.5	0.0	0.0
3.75	0.0	0.0
4.0	0.0	0.0
4.25	0.0	0.0
4.5	0.0	0.0
4.75	0.0	0.0
5.0	0.0	0.0
5.25	0.0	0.0
5.5	0.0	0.0
5.75	0.0	0.0
6.0	0.0	0.0
6.25	0.0	0.0
6.5	0.0	0.0
6.75	0.0	0.0
7.0	0.0	0.0
7.25	0.0	0.0
7.5	0.0	0.0
7.75	0.0	0.0
8.0	0.0	0.0
8.25	0.0	0.0
8.5	0.0	0.0
8.75	0.0	0.0
9.0	0.0	0.0
9.25	0.0	0.0
9.5	0.0	0.0
9.75	0.0	0.0
10.0	0.0	0.0
10.25	6.387589384423034e-05	0.00019836535627199006
10.5	6.387589384423034e-05	0.00019836535627199006
10.75	6.387589384423034e-05	0.00019836535627199006
11.0	4.9517092865769925e-05	0.0001268162707874741
11.25	6.482192549822592e-05	0.00017218454104880838
11.5	6.482192549822592e-05	0.00017218454104880838
11.75	6.482192549822592e-05	0.00017218454104880838
12.0	3.499771845384766e-05	0.00010583527880471653
12.25	5.4379981683090505e-05	0.0001411705258204321
12.5	5.4379981683090505e-05	0.0001411705258204321
12.75	5.4379981683090505e-05	0.0001411705258204321
13.0	1.2968244940896396e-05	0.00011437545878547394
13.25	2.671732152912755e-05	0.00013367209035834216
13.5	2.671732152912755e-05	0.00013367209035834216
13.75	2.671732152912755e-05	0.00013367209035834216
14.0	1.4158110367269928e-05	0.0001544726695952828
14.25	1.1664416854998884e-05	0.0001675756282908152
14.5	1.1664416854998884e-05	0.0001675756282908152
14.75	1.1664416854998884e-05	0.0001675756282908152
15.0	4.0859185994401876e-05	0.00017913990761513328
15.25	3.2970013587866724e-05	0.00020760329310716928
15.5	3.2970013587866724e-05	0.00020760329310716928
15.75	3.2970013587866724e-05	0.00020760329310716928
16.0	6.277144543917953e-05	0.00016441365643513284
16.25	6.696628609069238e-05	0.00020742184015416868
16.5	6.696628609069238e-05	0.00020742184015416868
16.75	6.696628609069238e-05	0.00020742184015416868
17.0	7.139120599075978e-05	0.00014264130943865744
17.25	8.657528567384854e-05	0.00018201767501310143
17.5	8.657528567384854e-05	0.00018201767501310143
17.75	8.657528567384854e-05	0.00018201767501310143
18.0	8.123017569420671e-05	0.00013056670970870813
18.25	9.836628971420453e-05	0.00016319981601054532
18.5	9.836628971420453e-05	0.00016319981601054532
18.75	9.836628971420453e-05	0.00016319981601054532
19.0	9.916537616937012e-05	0.00012065771487201656
19.25	0.00011446941985843119	0.00014891001870627254
19.5	0.00011446941985843119	0.00014891001870627254
19.75	0.00011446941985843119	0.00014891001870627254
20.0	0.00012013397846139471	0.00011975240519943886
